"id";"itemTime";"trial.";"condition";"value";"access";"observation";"answer";"RT";"language";"comments";"engagement";"difficulty"
"52119bc0e26da989a7050c41d2ae9d1933df9d8a270183ac0ef39fd556e0b20b";"1,48771E+12";5;"low";84;8;4;"possibly";4470;"English";"None";8;1
"52119bc0e26da989a7050c41d2ae9d1933df9d8a270183ac0ef39fd556e0b20b";"1,48771E+12";6;"high";41;4;1;"probablyNot";6148;"English";"None";8;1
"52119bc0e26da989a7050c41d2ae9d1933df9d8a270183ac0ef39fd556e0b20b";"1,48771E+12";7;"low";88;8;8;"probably";7915;"English";"None";8;1
"52119bc0e26da989a7050c41d2ae9d1933df9d8a270183ac0ef39fd556e0b20b";"1,48771E+12";8;"high";42;4;2;"possibly";5254;"English";"None";8;1
"52119bc0e26da989a7050c41d2ae9d1933df9d8a270183ac0ef39fd556e0b20b";"1,48771E+12";9;"none";102;10;2;"probablyNot";5442;"English";"None";8;1
"674751548de5d7b2dc74eb8fc17359ea616c21fd2bafea2508293eabfe4c297e";"1,48772E+12";1;"high";42;4;2;"possibly";8933;"English";NA;7;2
"674751548de5d7b2dc74eb8fc17359ea616c21fd2bafea2508293eabfe4c297e";"1,48772E+12";2;"high";41;4;1;"probablyNot";6744;"English";NA;7;2
"674751548de5d7b2dc74eb8fc17359ea616c21fd2bafea2508293eabfe4c297e";"1,48772E+12";3;"none";103;10;3;"probablyNot";10329;"English";NA;7;2
"674751548de5d7b2dc74eb8fc17359ea616c21fd2bafea2508293eabfe4c297e";"1,48772E+12";4;"low";88;8;8;"probably";6727;"English";NA;7;2
"674751548de5d7b2dc74eb8fc17359ea616c21fd2bafea2508293eabfe4c297e";"1,48772E+12";5;"high";43;4;3;"probably";3401;"English";NA;7;2
"674751548de5d7b2dc74eb8fc17359ea616c21fd2bafea2508293eabfe4c297e";"1,48772E+12";6;"low";84;8;4;"possibly";5295;"English";NA;7;2
"674751548de5d7b2dc74eb8fc17359ea616c21fd2bafea2508293eabfe4c297e";"1,48772E+12";7;"none";105;10;5;"possibly";3795;"English";NA;7;2
"674751548de5d7b2dc74eb8fc17359ea616c21fd2bafea2508293eabfe4c297e";"1,48772E+12";8;"low";82;8;2;"probablyNot";5035;"English";NA;7;2
"674751548de5d7b2dc74eb8fc17359ea616c21fd2bafea2508293eabfe4c297e";"1,48772E+12";9;"none";107;10;7;"probably";5350;"English";NA;7;2
"c3ac747b15bf4c8077463c246f918d614d68ed83b4a799004674535203af0918";"1,48771E+12";1;"high";43;4;3;"probably";10201;"English";NA;4;2
"c3ac747b15bf4c8077463c246f918d614d68ed83b4a799004674535203af0918";"1,48771E+12";2;"low";80;8;0;"certainlyNot";7534;"English";NA;4;2
"c3ac747b15bf4c8077463c246f918d614d68ed83b4a799004674535203af0918";"1,48771E+12";3;"none";107;10;7;"probably";9312;"English";NA;4;2
"c3ac747b15bf4c8077463c246f918d614d68ed83b4a799004674535203af0918";"1,48771E+12";4;"high";42;4;2;"possibly";6805;"English";NA;4;2
"c3ac747b15bf4c8077463c246f918d614d68ed83b4a799004674535203af0918";"1,48771E+12";5;"low";82;8;2;"probablyNot";4917;"English";NA;4;2
"c3ac747b15bf4c8077463c246f918d614d68ed83b4a799004674535203af0918";"1,48771E+12";6;"none";105;10;5;"certainlyNot";6460;"English";NA;4;2
"c3ac747b15bf4c8077463c246f918d614d68ed83b4a799004674535203af0918";"1,48771E+12";7;"high";20;2;0;"possibly";6748;"English";NA;4;2
"c3ac747b15bf4c8077463c246f918d614d68ed83b4a799004674535203af0918";"1,48771E+12";8;"none";103;10;3;"certainlyNot";5547;"English";NA;4;2
"c3ac747b15bf4c8077463c246f918d614d68ed83b4a799004674535203af0918";"1,48771E+12";9;"low";86;8;6;"possibly";5463;"English";NA;4;2
"3320640f80d3a28c41a256ca3daf1aa0db147ffae1e4f463641e394dcd8b1b44";"1,48771E+12";1;"low";80;8;0;"probablyNot";12460;"English";NA;10;5
"3320640f80d3a28c41a256ca3daf1aa0db147ffae1e4f463641e394dcd8b1b44";"1,48771E+12";2;"none";105;10;5;"possibly";5078;"English";NA;10;5
"3320640f80d3a28c41a256ca3daf1aa0db147ffae1e4f463641e394dcd8b1b44";"1,48771E+12";3;"low";86;8;6;"probably";6291;"English";NA;10;5
"3320640f80d3a28c41a256ca3daf1aa0db147ffae1e4f463641e394dcd8b1b44";"1,48771E+12";4;"low";84;8;4;"possibly";4170;"English";NA;10;5
"3320640f80d3a28c41a256ca3daf1aa0db147ffae1e4f463641e394dcd8b1b44";"1,48771E+12";5;"high";20;2;0;"possibly";9228;"English";NA;10;5
"3320640f80d3a28c41a256ca3daf1aa0db147ffae1e4f463641e394dcd8b1b44";"1,48771E+12";6;"none";103;10;3;"probablyNot";6011;"English";NA;10;5
"3320640f80d3a28c41a256ca3daf1aa0db147ffae1e4f463641e394dcd8b1b44";"1,48771E+12";7;"none";102;10;2;"probablyNot";4486;"English";NA;10;5
"3320640f80d3a28c41a256ca3daf1aa0db147ffae1e4f463641e394dcd8b1b44";"1,48771E+12";8;"high";43;4;3;"probably";3866;"English";NA;10;5
"3320640f80d3a28c41a256ca3daf1aa0db147ffae1e4f463641e394dcd8b1b44";"1,48771E+12";9;"high";42;4;2;"possibly";14195;"English";NA;10;5
"ebc7e4b6e0c8da39e0098ba5f72b578e3c27d2fd971248fb01b487203d75cd0f";"1,48779E+12";1;"high";20;2;0;"possibly";9056;"English";NA;5;0
"ebc7e4b6e0c8da39e0098ba5f72b578e3c27d2fd971248fb01b487203d75cd0f";"1,48779E+12";2;"high";43;4;3;"possibly";7034;"English";NA;5;0
"ebc7e4b6e0c8da39e0098ba5f72b578e3c27d2fd971248fb01b487203d75cd0f";"1,48779E+12";3;"none";105;10;5;"possibly";7405;"English";NA;5;0
"ebc7e4b6e0c8da39e0098ba5f72b578e3c27d2fd971248fb01b487203d75cd0f";"1,48779E+12";4;"low";86;8;6;"probably";4613;"English";NA;5;0
"ebc7e4b6e0c8da39e0098ba5f72b578e3c27d2fd971248fb01b487203d75cd0f";"1,48779E+12";5;"none";103;10;3;"probablyNot";5289;"English";NA;5;0
"ebc7e4b6e0c8da39e0098ba5f72b578e3c27d2fd971248fb01b487203d75cd0f";"1,48779E+12";6;"low";84;8;4;"possibly";6107;"English";NA;5;0
"ebc7e4b6e0c8da39e0098ba5f72b578e3c27d2fd971248fb01b487203d75cd0f";"1,48779E+12";7;"low";82;8;2;"probablyNot";4602;"English";NA;5;0
"ebc7e4b6e0c8da39e0098ba5f72b578e3c27d2fd971248fb01b487203d75cd0f";"1,48779E+12";8;"none";107;10;7;"probably";2812;"English";NA;5;0
"ebc7e4b6e0c8da39e0098ba5f72b578e3c27d2fd971248fb01b487203d75cd0f";"1,48779E+12";9;"high";41;4;1;"possibly";3058;"English";NA;5;0
"89171b558fe674460e1cfa793a13978fd59dd0114d4ee5ae16e53e91f4bececf";"1,48779E+12";1;"none";107;10;7;"certainly";29026;"tamil";"none";10;3
"89171b558fe674460e1cfa793a13978fd59dd0114d4ee5ae16e53e91f4bececf";"1,48779E+12";2;"low";80;8;0;"probablyNot";18826;"tamil";"none";10;3
"89171b558fe674460e1cfa793a13978fd59dd0114d4ee5ae16e53e91f4bececf";"1,48779E+12";3;"none";102;10;2;"probablyNot";14577;"tamil";"none";10;3
"89171b558fe674460e1cfa793a13978fd59dd0114d4ee5ae16e53e91f4bececf";"1,48779E+12";4;"high";20;2;0;"possibly";18992;"tamil";"none";10;3
"89171b558fe674460e1cfa793a13978fd59dd0114d4ee5ae16e53e91f4bececf";"1,48779E+12";5;"high";42;4;2;"probably";10057;"tamil";"none";10;3
"89171b558fe674460e1cfa793a13978fd59dd0114d4ee5ae16e53e91f4bececf";"1,48779E+12";6;"low";82;8;2;"probablyNot";9527;"tamil";"none";10;3
"89171b558fe674460e1cfa793a13978fd59dd0114d4ee5ae16e53e91f4bececf";"1,48779E+12";7;"none";105;10;5;"probably";8965;"tamil";"none";10;3
"89171b558fe674460e1cfa793a13978fd59dd0114d4ee5ae16e53e91f4bececf";"1,48779E+12";8;"high";41;4;1;"possibly";23478;"tamil";"none";10;3
"89171b558fe674460e1cfa793a13978fd59dd0114d4ee5ae16e53e91f4bececf";"1,48779E+12";9;"low";88;8;8;"certainly";5002;"tamil";"none";10;3
"601b7758859f2c1d6671988e78218b38bea0241b60e51b6efa2ac7509883201a";"1,48771E+12";1;"none";103;10;3;"possibly";21698;"English";NA;8;1
"601b7758859f2c1d6671988e78218b38bea0241b60e51b6efa2ac7509883201a";"1,48771E+12";2;"none";108;10;8;"probably";8950;"English";NA;8;1
"601b7758859f2c1d6671988e78218b38bea0241b60e51b6efa2ac7509883201a";"1,48771E+12";3;"high";42;4;2;"possibly";6386;"English";NA;8;1
"601b7758859f2c1d6671988e78218b38bea0241b60e51b6efa2ac7509883201a";"1,48771E+12";4;"low";86;8;6;"probably";4865;"English";NA;8;1
"601b7758859f2c1d6671988e78218b38bea0241b60e51b6efa2ac7509883201a";"1,48771E+12";5;"high";20;2;0;"certainlyNot";5641;"English";NA;8;1
"601b7758859f2c1d6671988e78218b38bea0241b60e51b6efa2ac7509883201a";"1,48771E+12";6;"low";84;8;4;"probably";3777;"English";NA;8;1
"601b7758859f2c1d6671988e78218b38bea0241b60e51b6efa2ac7509883201a";"1,48771E+12";7;"low";80;8;0;"certainlyNot";3236;"English";NA;8;1
"601b7758859f2c1d6671988e78218b38bea0241b60e51b6efa2ac7509883201a";"1,48771E+12";8;"none";105;10;5;"probably";7134;"English";NA;8;1
"601b7758859f2c1d6671988e78218b38bea0241b60e51b6efa2ac7509883201a";"1,48771E+12";9;"high";22;2;2;"certainly";5035;"English";NA;8;1
"f3192eed28f44523b15066c1e7790b72be30ed5d2e4ab814cbc0296df7441d62";"1,48778E+12";1;"none";102;10;2;"probablyNot";16188;"english";NA;8;3
"f3192eed28f44523b15066c1e7790b72be30ed5d2e4ab814cbc0296df7441d62";"1,48778E+12";2;"low";88;8;8;"certainly";22374;"english";NA;8;3
"f3192eed28f44523b15066c1e7790b72be30ed5d2e4ab814cbc0296df7441d62";"1,48778E+12";3;"low";86;8;6;"probably";10819;"english";NA;8;3
"f3192eed28f44523b15066c1e7790b72be30ed5d2e4ab814cbc0296df7441d62";"1,48778E+12";4;"high";42;4;2;"possibly";18063;"english";NA;8;3
"f3192eed28f44523b15066c1e7790b72be30ed5d2e4ab814cbc0296df7441d62";"1,48778E+12";5;"none";108;10;8;"probably";8022;"english";NA;8;3
"f3192eed28f44523b15066c1e7790b72be30ed5d2e4ab814cbc0296df7441d62";"1,48778E+12";6;"low";82;8;2;"probablyNot";7093;"english";NA;8;3
"f3192eed28f44523b15066c1e7790b72be30ed5d2e4ab814cbc0296df7441d62";"1,48778E+12";7;"high";43;4;3;"possibly";7445;"english";NA;8;3
"f3192eed28f44523b15066c1e7790b72be30ed5d2e4ab814cbc0296df7441d62";"1,48778E+12";8;"none";107;10;7;"probably";6479;"english";NA;8;3
"f3192eed28f44523b15066c1e7790b72be30ed5d2e4ab814cbc0296df7441d62";"1,48778E+12";9;"high";20;2;0;"possibly";4630;"english";NA;8;3
"591fb0ff81ae3134fcdf2631f3e9ab9ac51f08a44dbf31cebd143414d4ba6625";"1,48772E+12";1;"none";108;10;8;"certainly";6278;"english";NA;10;0
"591fb0ff81ae3134fcdf2631f3e9ab9ac51f08a44dbf31cebd143414d4ba6625";"1,48772E+12";2;"high";42;4;2;"possibly";3571;"english";NA;10;0
"591fb0ff81ae3134fcdf2631f3e9ab9ac51f08a44dbf31cebd143414d4ba6625";"1,48772E+12";3;"none";105;10;5;"possibly";2614;"english";NA;10;0
"591fb0ff81ae3134fcdf2631f3e9ab9ac51f08a44dbf31cebd143414d4ba6625";"1,48772E+12";4;"high";43;4;3;"certainly";3707;"english";NA;10;0
"591fb0ff81ae3134fcdf2631f3e9ab9ac51f08a44dbf31cebd143414d4ba6625";"1,48772E+12";5;"high";20;2;0;"probably";4797;"english";NA;10;0
"591fb0ff81ae3134fcdf2631f3e9ab9ac51f08a44dbf31cebd143414d4ba6625";"1,48772E+12";6;"low";88;8;8;"certainly";2812;"english";NA;10;0
"591fb0ff81ae3134fcdf2631f3e9ab9ac51f08a44dbf31cebd143414d4ba6625";"1,48772E+12";7;"low";82;8;2;"probablyNot";4767;"english";NA;10;0
"591fb0ff81ae3134fcdf2631f3e9ab9ac51f08a44dbf31cebd143414d4ba6625";"1,48772E+12";8;"low";80;8;0;"certainlyNot";3433;"english";NA;10;0
"591fb0ff81ae3134fcdf2631f3e9ab9ac51f08a44dbf31cebd143414d4ba6625";"1,48772E+12";9;"none";107;10;7;"probably";4146;"english";NA;10;0
"c1c426d574e33b41e8ddd24cf15d41233315e9aa2428e4b2571973fcdc285e69";"1,48772E+12";1;"none";108;10;8;"certainly";11938;"English";NA;6;2
"c1c426d574e33b41e8ddd24cf15d41233315e9aa2428e4b2571973fcdc285e69";"1,48772E+12";2;"high";20;2;0;"probablyNot";9977;"English";NA;6;2
"c1c426d574e33b41e8ddd24cf15d41233315e9aa2428e4b2571973fcdc285e69";"1,48772E+12";3;"none";102;10;2;"probably";11350;"English";NA;6;2
"c1c426d574e33b41e8ddd24cf15d41233315e9aa2428e4b2571973fcdc285e69";"1,48772E+12";4;"low";80;8;0;"probablyNot";5489;"English";NA;6;2
"c1c426d574e33b41e8ddd24cf15d41233315e9aa2428e4b2571973fcdc285e69";"1,48772E+12";5;"low";84;8;4;"possibly";4927;"English";NA;6;2
"c1c426d574e33b41e8ddd24cf15d41233315e9aa2428e4b2571973fcdc285e69";"1,48772E+12";6;"high";42;4;2;"possibly";5343;"English";NA;6;2
"c1c426d574e33b41e8ddd24cf15d41233315e9aa2428e4b2571973fcdc285e69";"1,48772E+12";7;"high";43;4;3;"probably";4645;"English";NA;6;2
"c1c426d574e33b41e8ddd24cf15d41233315e9aa2428e4b2571973fcdc285e69";"1,48772E+12";8;"none";105;10;5;"possibly";3880;"English";NA;6;2
"c1c426d574e33b41e8ddd24cf15d41233315e9aa2428e4b2571973fcdc285e69";"1,48772E+12";9;"low";82;8;2;"probablyNot";3811;"English";NA;6;2
"1ffdb2fe53083f2d4ae4e7d2af3931072b7506d8db8921ec7a36adae1519ca2f";"1,48771E+12";1;"none";107;10;7;"probably";10461;"English";NA;7;3
"1ffdb2fe53083f2d4ae4e7d2af3931072b7506d8db8921ec7a36adae1519ca2f";"1,48771E+12";2;"low";82;8;2;"certainlyNot";7876;"English";NA;7;3
"1ffdb2fe53083f2d4ae4e7d2af3931072b7506d8db8921ec7a36adae1519ca2f";"1,48771E+12";3;"none";102;10;2;"certainlyNot";11052;"English";NA;7;3
"1ffdb2fe53083f2d4ae4e7d2af3931072b7506d8db8921ec7a36adae1519ca2f";"1,48771E+12";4;"none";105;10;5;"possibly";4038;"English";NA;7;3
"1ffdb2fe53083f2d4ae4e7d2af3931072b7506d8db8921ec7a36adae1519ca2f";"1,48771E+12";5;"high";43;4;3;"probablyNot";7264;"English";NA;7;3
"1ffdb2fe53083f2d4ae4e7d2af3931072b7506d8db8921ec7a36adae1519ca2f";"1,48771E+12";6;"high";20;2;0;"probablyNot";6154;"English";NA;7;3
"1ffdb2fe53083f2d4ae4e7d2af3931072b7506d8db8921ec7a36adae1519ca2f";"1,48771E+12";7;"low";86;8;6;"probably";5314;"English";NA;7;3
"1ffdb2fe53083f2d4ae4e7d2af3931072b7506d8db8921ec7a36adae1519ca2f";"1,48771E+12";8;"low";80;8;0;"probably";4769;"English";NA;7;3
"1ffdb2fe53083f2d4ae4e7d2af3931072b7506d8db8921ec7a36adae1519ca2f";"1,48771E+12";9;"high";41;4;1;"probablyNot";5832;"English";NA;7;3
"b95c7bbf09d6f4a69eae62ba0db63e12d434889df8b50a852fed5ca74a203055";"1,48775E+12";1;"none";108;10;8;"probably";10393;"American English";"Nope.";5;0
"b95c7bbf09d6f4a69eae62ba0db63e12d434889df8b50a852fed5ca74a203055";"1,48775E+12";2;"high";41;4;1;"probablyNot";5091;"American English";"Nope.";5;0
"b95c7bbf09d6f4a69eae62ba0db63e12d434889df8b50a852fed5ca74a203055";"1,48775E+12";3;"none";107;10;7;"probably";7191;"American English";"Nope.";5;0
"b95c7bbf09d6f4a69eae62ba0db63e12d434889df8b50a852fed5ca74a203055";"1,48775E+12";4;"low";80;8;0;"certainlyNot";4920;"American English";"Nope.";5;0
"b95c7bbf09d6f4a69eae62ba0db63e12d434889df8b50a852fed5ca74a203055";"1,48775E+12";5;"low";88;8;8;"certainly";3581;"American English";"Nope.";5;0
"b95c7bbf09d6f4a69eae62ba0db63e12d434889df8b50a852fed5ca74a203055";"1,48775E+12";6;"high";20;2;0;"probablyNot";7194;"American English";"Nope.";5;0
"b95c7bbf09d6f4a69eae62ba0db63e12d434889df8b50a852fed5ca74a203055";"1,48775E+12";7;"high";43;4;3;"probably";5098;"American English";"Nope.";5;0
"b95c7bbf09d6f4a69eae62ba0db63e12d434889df8b50a852fed5ca74a203055";"1,48775E+12";8;"none";105;10;5;"possibly";6723;"American English";"Nope.";5;0
"b95c7bbf09d6f4a69eae62ba0db63e12d434889df8b50a852fed5ca74a203055";"1,48775E+12";9;"low";84;8;4;"possibly";4513;"American English";"Nope.";5;0
"3da159d2ec567605aa234eeaa74b309989d1bc7aaa312fbb6b618870dedbca24";"1,48774E+12";1;"high";42;4;2;"possibly";16302;"english";"enjoyed";8;4
"3da159d2ec567605aa234eeaa74b309989d1bc7aaa312fbb6b618870dedbca24";"1,48774E+12";2;"none";107;10;7;"probably";11541;"english";"enjoyed";8;4
"3da159d2ec567605aa234eeaa74b309989d1bc7aaa312fbb6b618870dedbca24";"1,48774E+12";3;"none";102;10;2;"probablyNot";7576;"english";"enjoyed";8;4
"3da159d2ec567605aa234eeaa74b309989d1bc7aaa312fbb6b618870dedbca24";"1,48774E+12";4;"low";84;8;4;"possibly";7366;"english";"enjoyed";8;4
"3da159d2ec567605aa234eeaa74b309989d1bc7aaa312fbb6b618870dedbca24";"1,48774E+12";5;"high";22;2;2;"probably";7685;"english";"enjoyed";8;4
"3da159d2ec567605aa234eeaa74b309989d1bc7aaa312fbb6b618870dedbca24";"1,48774E+12";6;"none";103;10;3;"probably";5604;"english";"enjoyed";8;4
"3da159d2ec567605aa234eeaa74b309989d1bc7aaa312fbb6b618870dedbca24";"1,48774E+12";7;"high";43;4;3;"probably";5724;"english";"enjoyed";8;4
"3da159d2ec567605aa234eeaa74b309989d1bc7aaa312fbb6b618870dedbca24";"1,48774E+12";8;"low";88;8;8;"certainly";3620;"english";"enjoyed";8;4
"3da159d2ec567605aa234eeaa74b309989d1bc7aaa312fbb6b618870dedbca24";"1,48774E+12";9;"low";86;8;6;"probably";2880;"english";"enjoyed";8;4
"8c520eccb475004c63244ee3da2daa2ef45a11f73f7c5b79ce639bf7eeeb6c22";"1,48771E+12";1;"none";105;10;5;"possibly";8985;"English";NA;7;1
"8c520eccb475004c63244ee3da2daa2ef45a11f73f7c5b79ce639bf7eeeb6c22";"1,48771E+12";2;"high";22;2;2;"possibly";6568;"English";NA;7;1
"8c520eccb475004c63244ee3da2daa2ef45a11f73f7c5b79ce639bf7eeeb6c22";"1,48771E+12";3;"high";20;2;0;"probablyNot";6286;"English";NA;7;1
"8c520eccb475004c63244ee3da2daa2ef45a11f73f7c5b79ce639bf7eeeb6c22";"1,48771E+12";4;"none";108;10;8;"probably";4746;"English";NA;7;1
"8c520eccb475004c63244ee3da2daa2ef45a11f73f7c5b79ce639bf7eeeb6c22";"1,48771E+12";5;"low";86;8;6;"probably";4276;"English";NA;7;1
"8c520eccb475004c63244ee3da2daa2ef45a11f73f7c5b79ce639bf7eeeb6c22";"1,48771E+12";6;"high";42;4;2;"possibly";2648;"English";NA;7;1
"8c520eccb475004c63244ee3da2daa2ef45a11f73f7c5b79ce639bf7eeeb6c22";"1,48771E+12";7;"low";82;8;2;"probablyNot";3742;"English";NA;7;1
"8c520eccb475004c63244ee3da2daa2ef45a11f73f7c5b79ce639bf7eeeb6c22";"1,48771E+12";8;"none";103;10;3;"probablyNot";3172;"English";NA;7;1
"8c520eccb475004c63244ee3da2daa2ef45a11f73f7c5b79ce639bf7eeeb6c22";"1,48771E+12";9;"low";88;8;8;"possibly";9038;"English";NA;7;1
"59b1a5778ce19ceb6ee625529802cc69b37638ce169d2d1097d980790824a09e";"1,48777E+12";1;"low";80;8;0;"probablyNot";12826;"English";NA;9;0
"59b1a5778ce19ceb6ee625529802cc69b37638ce169d2d1097d980790824a09e";"1,48777E+12";2;"high";43;4;3;"probably";15888;"English";NA;9;0
"59b1a5778ce19ceb6ee625529802cc69b37638ce169d2d1097d980790824a09e";"1,48777E+12";3;"low";82;8;2;"probablyNot";4537;"English";NA;9;0
"59b1a5778ce19ceb6ee625529802cc69b37638ce169d2d1097d980790824a09e";"1,48777E+12";4;"none";105;10;5;"possibly";6127;"English";NA;9;0
"59b1a5778ce19ceb6ee625529802cc69b37638ce169d2d1097d980790824a09e";"1,48777E+12";5;"high";20;2;0;"possibly";6511;"English";NA;9;0
"59b1a5778ce19ceb6ee625529802cc69b37638ce169d2d1097d980790824a09e";"1,48777E+12";6;"low";88;8;8;"probably";6140;"English";NA;9;0
"59b1a5778ce19ceb6ee625529802cc69b37638ce169d2d1097d980790824a09e";"1,48777E+12";7;"none";107;10;7;"probably";8035;"English";NA;9;0
"59b1a5778ce19ceb6ee625529802cc69b37638ce169d2d1097d980790824a09e";"1,48777E+12";8;"none";103;10;3;"probablyNot";6143;"English";NA;9;0
"59b1a5778ce19ceb6ee625529802cc69b37638ce169d2d1097d980790824a09e";"1,48777E+12";9;"high";42;4;2;"possibly";4600;"English";NA;9;0
"c731e8472cad6d938dcf7edbaa22679a1755a29e693792503961d540e75b1757";"1,48772E+12";1;"none";105;10;5;"possibly";16736;"English";"Thanks";10;2
"c731e8472cad6d938dcf7edbaa22679a1755a29e693792503961d540e75b1757";"1,48772E+12";2;"high";41;4;1;"probablyNot";20046;"English";"Thanks";10;2
"c731e8472cad6d938dcf7edbaa22679a1755a29e693792503961d540e75b1757";"1,48772E+12";3;"low";88;8;8;"probably";10195;"English";"Thanks";10;2
"c731e8472cad6d938dcf7edbaa22679a1755a29e693792503961d540e75b1757";"1,48772E+12";4;"none";108;10;8;"probably";11015;"English";"Thanks";10;2
"c731e8472cad6d938dcf7edbaa22679a1755a29e693792503961d540e75b1757";"1,48772E+12";5;"none";103;10;3;"probablyNot";8541;"English";"Thanks";10;2
"c731e8472cad6d938dcf7edbaa22679a1755a29e693792503961d540e75b1757";"1,48772E+12";6;"high";43;4;3;"probably";8558;"English";"Thanks";10;2
"c731e8472cad6d938dcf7edbaa22679a1755a29e693792503961d540e75b1757";"1,48772E+12";7;"high";42;4;2;"possibly";6102;"English";"Thanks";10;2
"c731e8472cad6d938dcf7edbaa22679a1755a29e693792503961d540e75b1757";"1,48772E+12";8;"low";86;8;6;"probably";3751;"English";"Thanks";10;2
"c731e8472cad6d938dcf7edbaa22679a1755a29e693792503961d540e75b1757";"1,48772E+12";9;"low";80;8;0;"probablyNot";4851;"English";"Thanks";10;2
"f57928d415c4e1cc39cb130e9b5190a482315fa595d86cf74f8be629a6363b12";"1,48771E+12";1;"low";84;8;4;"possibly";2080;"English";NA;7;1
"f57928d415c4e1cc39cb130e9b5190a482315fa595d86cf74f8be629a6363b12";"1,48771E+12";2;"none";105;10;5;"certainlyNot";1583;"English";NA;7;1
"f57928d415c4e1cc39cb130e9b5190a482315fa595d86cf74f8be629a6363b12";"1,48771E+12";3;"high";41;4;1;"certainlyNot";3117;"English";NA;7;1
"f57928d415c4e1cc39cb130e9b5190a482315fa595d86cf74f8be629a6363b12";"1,48771E+12";4;"low";88;8;8;"possibly";1434;"English";NA;7;1
"f57928d415c4e1cc39cb130e9b5190a482315fa595d86cf74f8be629a6363b12";"1,48771E+12";5;"high";20;2;0;"possibly";1435;"English";NA;7;1
"f57928d415c4e1cc39cb130e9b5190a482315fa595d86cf74f8be629a6363b12";"1,48771E+12";6;"low";82;8;2;"possibly";1306;"English";NA;7;1
"f57928d415c4e1cc39cb130e9b5190a482315fa595d86cf74f8be629a6363b12";"1,48771E+12";7;"none";103;10;3;"possibly";1390;"English";NA;7;1
"f57928d415c4e1cc39cb130e9b5190a482315fa595d86cf74f8be629a6363b12";"1,48771E+12";8;"none";102;10;2;"probablyNot";1370;"English";NA;7;1
"f57928d415c4e1cc39cb130e9b5190a482315fa595d86cf74f8be629a6363b12";"1,48771E+12";9;"high";42;4;2;"probablyNot";1331;"English";NA;7;1
"96c9486a1a00d25590150d8b59ceaf0e16257150dd8885077e5dae157f518dda";"1,48771E+12";1;"low";86;8;6;"certainly";2347;"English";"To do certain things";5;5
"96c9486a1a00d25590150d8b59ceaf0e16257150dd8885077e5dae157f518dda";"1,48771E+12";2;"low";84;8;4;"probably";1245;"English";"To do certain things";5;5
"96c9486a1a00d25590150d8b59ceaf0e16257150dd8885077e5dae157f518dda";"1,48771E+12";3;"none";105;10;5;"probably";1045;"English";"To do certain things";5;5
"96c9486a1a00d25590150d8b59ceaf0e16257150dd8885077e5dae157f518dda";"1,48771E+12";4;"high";43;4;3;"probablyNot";1167;"English";"To do certain things";5;5
"96c9486a1a00d25590150d8b59ceaf0e16257150dd8885077e5dae157f518dda";"1,48771E+12";5;"low";80;8;0;"certainly";4284;"English";"To do certain things";5;5
"96c9486a1a00d25590150d8b59ceaf0e16257150dd8885077e5dae157f518dda";"1,48771E+12";6;"none";108;10;8;"probably";1063;"English";"To do certain things";5;5
"96c9486a1a00d25590150d8b59ceaf0e16257150dd8885077e5dae157f518dda";"1,48771E+12";7;"none";103;10;3;"possibly";1007;"English";"To do certain things";5;5
"96c9486a1a00d25590150d8b59ceaf0e16257150dd8885077e5dae157f518dda";"1,48771E+12";8;"high";20;2;0;"possibly";1142;"English";"To do certain things";5;5
"96c9486a1a00d25590150d8b59ceaf0e16257150dd8885077e5dae157f518dda";"1,48771E+12";9;"high";42;4;2;"probably";1000;"English";"To do certain things";5;5
"25108d222b4c1dda9ef4d02659d6302d4f1caaa3e99cec467841af865c6d649e";"1,48773E+12";1;"high";22;2;2;"possibly";9349;"english";"I found this task fun!";8;0
"25108d222b4c1dda9ef4d02659d6302d4f1caaa3e99cec467841af865c6d649e";"1,48773E+12";2;"low";86;8;6;"probablyNot";5347;"english";"I found this task fun!";8;0
"25108d222b4c1dda9ef4d02659d6302d4f1caaa3e99cec467841af865c6d649e";"1,48773E+12";3;"none";103;10;3;"certainly";4060;"english";"I found this task fun!";8;0
"25108d222b4c1dda9ef4d02659d6302d4f1caaa3e99cec467841af865c6d649e";"1,48773E+12";4;"high";42;4;2;"possibly";2460;"english";"I found this task fun!";8;0
"25108d222b4c1dda9ef4d02659d6302d4f1caaa3e99cec467841af865c6d649e";"1,48773E+12";5;"none";102;10;2;"certainly";2907;"english";"I found this task fun!";8;0
"25108d222b4c1dda9ef4d02659d6302d4f1caaa3e99cec467841af865c6d649e";"1,48773E+12";6;"low";80;8;0;"certainly";2271;"english";"I found this task fun!";8;0
"25108d222b4c1dda9ef4d02659d6302d4f1caaa3e99cec467841af865c6d649e";"1,48773E+12";7;"none";105;10;5;"possibly";5276;"english";"I found this task fun!";8;0
"25108d222b4c1dda9ef4d02659d6302d4f1caaa3e99cec467841af865c6d649e";"1,48773E+12";8;"high";20;2;0;"probably";2733;"english";"I found this task fun!";8;0
"25108d222b4c1dda9ef4d02659d6302d4f1caaa3e99cec467841af865c6d649e";"1,48773E+12";9;"low";88;8;8;"certainlyNot";2226;"english";"I found this task fun!";8;0
